1.013373944710484545e-02 8.463373168396572457e-03
2.734311795290263539e-02 7.730797340140959859e-03
2.361104824132511174e-02 6.665132177887569086e-03
2.981282461062794570e-02 1.161187351926509966e-02
2.764276131758230948e-02 1.488100970859862482e-02
4.280215201033212014e-02 1.954417198132599523e-02
3.974678695871060319e-02 1.868577009755162735e-02
4.077676749076861173e-02 1.793585198535153566e-02
3.773639849904757149e-02 1.982535659458201094e-02
3.847868333133314112e-02 2.033651719011623019e-02
4.123616186011980211e-02 2.184530701670160668e-02
4.857936025094494736e-02 2.169287275561558592e-02
5.679401503662111217e-02 2.588124934274962582e-02
5.316531177477605563e-02 3.143597900606689977e-02
6.020532856330598065e-02 3.629590441837191733e-02
6.419693205295877447e-02 3.377610728990396161e-02
6.523963924352432775e-02 3.034120118132519958e-02
7.650762984103817721e-02 3.473321125895963840e-02
7.706538936716321453e-02 3.237574158058848656e-02
6.785098719109371179e-02 3.309574108787276259e-02
6.502982791494679726e-02 3.043765530731029970e-02
7.271026714976890071e-02 3.107818813402948854e-02
8.324171838966666626e-02 3.333934375987870902e-02
1.010682780187406038e-01 3.726832191233662300e-02
1.062105333457004919e-01 4.029639459321987527e-02
1.155262882069853225e-01 4.045804117899152313e-02
1.144377658040474782e-01 4.196235711505062749e-02
1.224378580628702889e-01 3.808905942822639334e-02
1.192208281140130638e-01 4.324543711517944700e-02
1.295743281591126839e-01 4.145944317879549090e-02
1.264302892631566366e-01 4.366802394307547908e-02
1.298972454315635849e-01 4.387806279137387855e-02
1.378728065437816452e-01 5.083605727511569805e-02
1.379079495933115962e-01 5.304410232231727279e-02
1.461850472048252247e-01 5.178319407953781150e-02
1.518333833274665701e-01 4.719879753042516973e-02
1.562299427492476467e-01 4.450358579287153754e-02
1.669522797147101334e-01 5.138421899968696749e-02
1.657117809201212322e-01 5.218257003107592412e-02
1.696957678241806933e-01 5.884829368283459733e-02
1.743573312323505597e-01 5.900221003987064783e-02
1.797908696688523267e-01 6.133157567945497768e-02
1.891167599806108379e-01 5.989664064666447990e-02
1.830761928005709416e-01 6.322884716724425092e-02
1.791333451799334564e-01 6.858229942632391996e-02
1.815599727831291310e-01 7.074378762133572141e-02
1.841650999081811402e-01 7.112682012389111297e-02
1.950265015896123222e-01 7.609918105341949290e-02
2.054620883831871636e-01 7.565635926848700288e-02
2.122917095113988351e-01 7.536414043979404453e-02
2.283342794371297779e-01 7.390777016649645315e-02
2.393687300751367319e-01 7.535088048302904240e-02
2.441533191087710830e-01 7.669538720986640579e-02
2.476677729117536253e-01 7.943501544206560405e-02
2.625361254068504513e-01 8.218066692141913487e-02
2.689588307504399145e-01 7.827479757221100787e-02
2.815536046256036928e-01 8.231184508755071128e-02
2.972404843814163145e-01 8.203576667662254573e-02
3.036361769672460964e-01 8.189064314538604950e-02
3.024692460828275475e-01 8.569442849717080757e-02
3.171405365996353698e-01 8.578199332865792115e-02
3.228984936339441836e-01 8.413855622141570845e-02
3.256160640448697574e-01 8.597371300756669055e-02
3.194414925672254268e-01 8.721104904233475952e-02
3.190717515803848658e-01 8.622959727490335513e-02
3.226648638913051648e-01 8.987530613437313964e-02
3.366068162817875686e-01 9.135907315612024071e-02
3.465740632970751300e-01 9.163068549955132036e-02
3.557478300871540489e-01 8.783590489964249182e-02
3.644867021206948388e-01 8.947727551235552801e-02
3.636111810049396653e-01 9.015618345322087834e-02
3.732662383814193685e-01 8.824079453113845006e-02
3.804505633151272770e-01 9.133370129886948796e-02
3.781706985347709771e-01 8.896851355722686094e-02
3.789363659495256220e-01 8.807393369234794989e-02
3.854773623252376047e-01 8.744092339501934041e-02
4.004542051049817530e-01 8.693018468496983842e-02
4.138870696662956261e-01 9.071924974601690284e-02
4.119080675021761229e-01 9.644146079701364227e-02
4.264788114907241412e-01 9.561816104368890679e-02
4.277769394975658446e-01 9.932327931922932396e-02
4.392750182912270596e-01 1.045731768086274188e-01
4.461588770942379045e-01 1.067418437173733442e-01
4.529121454946623548e-01 1.030742362717888133e-01
4.575608582093657617e-01 1.033596100376964894e-01
4.666445926039085035e-01 1.026373806323185034e-01
4.736995071066326668e-01 1.095183750518946009e-01
4.681872940326581300e-01 1.103705448890492796e-01
4.729622477081383281e-01 1.135770631657138652e-01
4.673534407371452981e-01 1.150474197782460489e-01
4.781902527051554164e-01 1.172184505056337450e-01
4.872218291638014120e-01 1.147897451332099972e-01
4.874293406039307830e-01 1.179246285694444119e-01
5.020358348294593487e-01 1.265390051188942933e-01
5.139718085747342347e-01 1.224232080458985683e-01
5.195298601083603307e-01 1.232932580142635098e-01
5.350203236513045857e-01 1.213039350755781981e-01
5.363328641025235655e-01 1.224237839422340629e-01
5.360912527160999197e-01 1.213567164513674190e-01
5.403473194230568044e-01 1.186832259312348842e-01
