-2.516962763935716527e-03 8.463373168396572457e-03
-5.947755777900291807e-03 7.730797340140959859e-03
-7.459182532749250930e-03 6.665132177887569086e-03
-2.849692347546848095e-03 1.161187351926509966e-02
1.852308944275634457e-03 1.488100970859862482e-02
7.568464828099872969e-03 1.954417198132599523e-02
1.696275377754647568e-02 1.868577009755162735e-02
1.997038136976139744e-02 1.793585198535153566e-02
2.064401724758646584e-02 1.982535659458201094e-02
2.400100041605808185e-02 2.033651719011623019e-02
2.691010114624759961e-02 2.184530701670160668e-02
3.333148026298984878e-02 2.169287275561558592e-02
3.612154383792167550e-02 2.588124934274962582e-02
3.403594957358258705e-02 3.143597900606689977e-02
3.586889305824488006e-02 3.629590441837191733e-02
3.592101910484386817e-02 3.377610728990396161e-02
3.952710489254443460e-02 3.034120118132519958e-02
3.733270735901101506e-02 3.473321125895963840e-02
3.980394285673875127e-02 3.237574158058848656e-02
4.025988231468199952e-02 3.309574108787276259e-02
4.342563210954771685e-02 3.043765530731029970e-02
4.369217154226117533e-02 3.107818813402948854e-02
4.454889399240238163e-02 3.333934375987870902e-02
4.715902371053067033e-02 3.726832191233662300e-02
5.444151273240990102e-02 4.029639459321987527e-02
5.401322334168161265e-02 4.045804117899152313e-02
5.679044773925092521e-02 4.196235711505062749e-02
6.037398824178313861e-02 3.808905942822639334e-02
6.280337340057087769e-02 4.324543711517944700e-02
6.143812741749794804e-02 4.145944317879549090e-02
6.394075848608077317e-02 4.366802394307547908e-02
6.518440336272945945e-02 4.387806279137387855e-02
6.649858984738388212e-02 5.083605727511569805e-02
6.907045795161330382e-02 5.304410232231727279e-02
7.543898044295116456e-02 5.178319407953781150e-02
8.209987343568315998e-02 4.719879753042516973e-02
8.367508190983527494e-02 4.450358579287153754e-02
8.294095199147846764e-02 5.138421899968696749e-02
8.432762352837791520e-02 5.218257003107592412e-02
8.640948046116321557e-02 5.884829368283459733e-02
8.414259065555629302e-02 5.900221003987064783e-02
8.431209123813308837e-02 6.133157567945497768e-02
8.584775115018934699e-02 5.989664064666447990e-02
8.785156601280344479e-02 6.322884716724425092e-02
8.282720671529228418e-02 6.858229942632391996e-02
8.581017454878463180e-02 7.074378762133572141e-02
9.232637583265171366e-02 7.112682012389111297e-02
9.520230937698326290e-02 7.609918105341949290e-02
9.970304538074406531e-02 7.565635926848700288e-02
1.017597306382782840e-01 7.536414043979404453e-02
1.044664241718918501e-01 7.390777016649645315e-02
1.079221977868995985e-01 7.535088048302904240e-02
1.093628035400537185e-01 7.669538720986640579e-02
1.173522965665682316e-01 7.943501544206560405e-02
1.193747508743528557e-01 8.218066692141913487e-02
1.207982463310224297e-01 7.827479757221100787e-02
1.233879722874581530e-01 8.231184508755071128e-02
1.260068502996623541e-01 8.203576667662254573e-02
1.298310602245954792e-01 8.189064314538604950e-02
1.313816680240892931e-01 8.569442849717080757e-02
1.322831391789557332e-01 8.578199332865792115e-02
1.332837512808668912e-01 8.413855622141570845e-02
1.395490465367121291e-01 8.597371300756669055e-02
1.427715909554509999e-01 8.721104904233475952e-02
1.477416266187019933e-01 8.622959727490335513e-02
1.504143888707780985e-01 8.987530613437313964e-02
1.490437571138071571e-01 9.135907315612024071e-02
1.559628611854545488e-01 9.163068549955132036e-02
1.622940520190174207e-01 8.783590489964249182e-02
1.746042352367622452e-01 8.947727551235552801e-02
1.769963421393354053e-01 9.015618345322087834e-02
1.780363790268171820e-01 8.824079453113845006e-02
1.771840560230397432e-01 9.133370129886948796e-02
1.814026868533615555e-01 8.896851355722686094e-02
1.810400678345961134e-01 8.807393369234794989e-02
1.819302055353098080e-01 8.744092339501934041e-02
1.812372916879685381e-01 8.693018468496983842e-02
1.824950519815012884e-01 9.071924974601690284e-02
1.819605832149255864e-01 9.644146079701364227e-02
1.824913700991988852e-01 9.561816104368890679e-02
1.808977868487806062e-01 9.932327931922932396e-02
1.813846805071097079e-01 1.045731768086274188e-01
1.837097301344950417e-01 1.067418437173733442e-01
1.864169815222563864e-01 1.030742362717888133e-01
1.869908028027091607e-01 1.033596100376964894e-01
1.813985474956714694e-01 1.026373806323185034e-01
1.827456231741268478e-01 1.095183750518946009e-01
1.832570704815063567e-01 1.103705448890492796e-01
1.893077838438489979e-01 1.135770631657138652e-01
1.866529351288358229e-01 1.150474197782460489e-01
1.907972909713389065e-01 1.172184505056337450e-01
1.931148182156189885e-01 1.147897451332099972e-01
1.981611905750571556e-01 1.179246285694444119e-01
2.005615645271929259e-01 1.265390051188942933e-01
2.022562368684189260e-01 1.224232080458985683e-01
2.049855318434061213e-01 1.232932580142635098e-01
2.070795062054045788e-01 1.213039350755781981e-01
2.105502144479917681e-01 1.224237839422340629e-01
2.059808872091214715e-01 1.213567164513674190e-01
2.075966242919053961e-01 1.186832259312348842e-01
